title_name,company_name,location,summary,post_day,rating,salary,jobs_type
newBioscience Market and Business Development Analyst,Colossal Biosciences,"Remote in Dallas, TX","Support predictive modeling, customer analytics, and data mining to generate near- and long-term forecasts of volume and revenue in the life sciences/…View all Colossal Biosciences jobs in Dallas, TX - Dallas jobsSalary Search: Bioscience Market and Business Development Analyst salaries in Dallas, TX",Just posted,,,
Senior Data Scientist,Varsity Tutors,"Remote in Dallas, TX","3+ years of professional data science experience.This team partners with product and engineering to discover insights and develop algorithmic solutions that…View all Varsity Tutors jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Scientist salaries in Dallas, TXSee popular questions & answers about Varsity Tutors",26 days ago,3.7,,
Staff Data Scientist - Ads/Marketing,SiriusXM,"Dallas, TX 75204 75204 (M Streets area)","3+ years of industry experience in a data science role.Proficiency in data cleaning and feature engineering.Work on classification algorithms, data mining and…View all SiriusXM jobs in Dallas, TX - Dallas jobsSalary Search: Staff Data Scientist - Ads/Marketing salaries in Dallas, TXSee popular questions & answers about SiriusXM",30+ days ago,3.5,,
Litigation Data Analytics Consultant,AlixPartners,"Hybrid remote in Dallas, TX","Develop structured presentation materials with actionable, data-driven insights developed by using data visualization tools and statistical modeling.View all AlixPartners jobs in Dallas, TX - Dallas jobsSalary Search: Litigation Data Analytics Consultant salaries in Dallas, TXSee popular questions & answers about AlixPartners",21 days ago,3.7,,
Payer Insights & Innovation Manager (Analytics/Data Science)...,Conifer Health Solutions,"Remote in Frisco, TX","Fluent in data fundamentals: SQL, data manipulation and modeling, statistics, and data science concepts.Advanced ability to gather and analyze complex data,…View all Conifer Health Solutions jobs in Frisco, TX - Frisco jobsSalary Search: Payer Insights & Innovation Manager (Analytics/Data Science) - Remote salaries in Frisco, TXSee popular questions & answers about Conifer Health Solutions",30+ days ago,3.7,,Full-time
newData Scientist (US based remote),AmerisourceBergen,"Remote in Carrollton, TX","Experience with SQL to access and analyze data.Bachelor’s degree in computer science, statistics, mathematics, engineering, life sciences or related (Master’s…View all AmerisourceBergen jobs in Carrollton, TX - Carrollton jobsSalary Search: Data Scientist (US based remote) salaries in Carrollton, TXSee popular questions & answers about AmerisourceBergen",6 days ago,3.3,,Full-time
Business Analyst,Amazon.com Services LLC,"Dallas, TX+1 location","3+ year of experience conducting analysis and data mining using Excel.5+ years of relevant experience in a business analyst, data analyst or statistical…View all Amazon.com Services LLC jobs in Dallas, TX - Dallas jobsSalary Search: Business Analyst salaries in Dallas, TXSee popular questions & answers about Amazon.com Services LLC",30+ days ago,3.5,,Full-time
"newManager, Risk & Billing Analytics",One Technologies,"Dallas, TX 75231 75231 (Northeast Dallas area)","Experience working in a data environment that is large and complex - Solid understanding of qualitative testing practices.Proficient in SQL and Excel.View all One Technologies jobs in Dallas, TX - Dallas jobsSalary Search: Manager, Risk & Billing Analytics salaries in Dallas, TXSee popular questions & answers about One Technologies",2 days ago,4.0,,Full-time
Business Analytics Ld Analyst,Citi,"Irving, TX+1 location","Minimum 5+ relevant experience in data analysis, data mining, or statistical analysis.This role will be tasked with creating strategies/rules to detect…View all Citi jobs in Irving, TX - Irving jobsSalary Search: Business Analytics Ld Analyst salaries in Irving, TXSee popular questions & answers about Citi",30+ days ago,3.9,,
Analytics Manager,"Cinemark USA, Inc","Plano, TX 75093 75093","Bachelor’s degree in Marketing and/or analytical field such as statistics, data science, etc.You will be responsible for ongoing data pulls/capture, data…View all Cinemark USA, Inc jobs in Plano, TX - Plano jobsSalary Search: Analytics Manager salaries in Plano, TXSee popular questions & answers about Cinemark USA, Inc",30+ days ago,3.8,,Full-time
Analytics Solutions Developer - Remote,Raytheon Intelligence & Space,"Remote in Dallas, TX 75243 75243","Building and maintaining a robust digital thread for supply chain data.Experience in data mining, structuring, and analyzing information.View all Raytheon Intelligence & Space jobs in Dallas, TX - Dallas jobsSalary Search: Analytics Solutions Developer - Remote salaries in Dallas, TXSee popular questions & answers about Raytheon Intelligence & Space",30+ days ago,4.0,,Full-time
Senior Data Analyst,Remington Hotels,"Dallas, TX 75254 75254 (Far North area)","Strong critical thinking and analytical skills with the ability to interpret data.No two days are alike, as these projects involve everything from data…View all Remington Hotels jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Analyst salaries in Dallas, TXSee popular questions & answers about Remington Hotels",30+ days ago,3.2,,
newSr. Data Analyst,CARD - Woodland Hills,"Plano, TX","Conducts data validations and analysis to assess the completeness and accuracy of data.Assist with the maintenance of data sources, accounts, and datasets as…View all CARD - Woodland Hills jobs in Plano, TX - Plano jobsSalary Search: Sr. Data Analyst salaries in Plano, TXSee popular questions & answers about CARD - Woodland Hills",3 days ago,2.7,,Full-time
Senior Data Scientist,MATRIX Resources,"Dallas, TX 75247 75247 (Northwest Dallas area)",Identifies systematic problems with data and software.Responsible for preparation of data files and statistical reports for project release.,30+ days ago,4.0,,Full-time
Data Analyst,OPEX Corporation,"Plano, TX 75074 75074","Expert Python skills in data cleaning, data wrangling, and data analytics.Familiarity with data visualization tools like Tableau.View all OPEX Corporation jobs in Plano, TX - Plano jobsSalary Search: Data Analyst salaries in Plano, TXSee popular questions & answers about OPEX Corporation",30+ days ago,3.5,,Full-time
Artificial Intelligence,INFRAPOD TECHNOLOGIES,"Irving, TX 75038 75038","Using Artificial Intelligence in big data steam can reach out to the potential customer by empowering the Tool with Machine Learning.View all INFRAPOD TECHNOLOGIES jobs in Irving, TX - Irving jobs",30+ days ago,,,
Senior Data Scientist,Juul Labs,"Remote in Dallas, TX","Proficiency in advanced SQL, data modeling and ETL.Experience with machine learning and data science methodologies is mandatory (Regression, Time Series,…View all Juul Labs jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Scientist salaries in Dallas, TXSee popular questions & answers about Juul Labs",30+ days ago,3.1,,Full-time
Sr Data Scientist - Remote,Allscripts,"Remote in Dallas, TX 75229 75229","The candidate is expected to have strong experience in hands-on data analysis of healthcare databases, including EHR and claims data sources.View all Allscripts jobs in Dallas, TX - Dallas jobsSalary Search: Sr Data Scientist - Remote salaries in Dallas, TXSee popular questions & answers about Allscripts",30+ days ago,3.6,,
GCP Cloud Consultant - Analytics & Cognitive,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+5 locations","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: GCP Cloud Consultant - Analytics & Cognitive salaries in Dallas, TXSee popular questions & answers about Deloitte",10 days ago,4.0,,Full-time
Principal Advanced Analytics Specialist,Pinnacle Group Workplace Solutions Provider,"Dallas, TX","3+ years related experience in advanced analytics, statistical methods, data science, big data, relational database structures, research methods, sampling…View all Pinnacle Group Workplace Solutions Provider jobs in Dallas, TX - Dallas jobsSalary Search: Principal Advanced Analytics Specialist salaries in Dallas, TX",30+ days ago,,,
newData Analyst- Tech Consulting-Data and Analytics-Advanced An...,EY,"Dallas, TX 75219 75219 (Downtown area)","Use advanced data analysis techniques that leverage technology to process large volumes of data to perform complex computations in a scalable, reproducible and…View all EY jobs in Dallas, TX - Dallas jobsSalary Search: Data Analyst- Tech Consulting-Data and Analytics-Advanced Analytics-Manager-Mult Positions salaries in Dallas, TXSee popular questions & answers about EY",5 days ago,4.0,,Full-time
newSenior Statistical Analyst,American Heart Association,"Remote in Dallas, TX 75219 75219","Conducts advanced data analysis from AHA’s Get With The Guidelines® (GWTG) data registries and data collected from clinical studies.View all American Heart Association jobs in Dallas, TX - Dallas jobsSalary Search: Senior Statistical Analyst salaries in Dallas, TXSee popular questions & answers about American Heart Association",1 day ago,3.8,,Full-time
"Technical Operations Manager, Support Engineering","Amazon Web Services, Inc.","Dallas, TX","Ability to analyze and leverage data and metrics driven focus, both qualitative and quantitative.Bachelor’s degree in Information Science / Information…View all Amazon Web Services, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Technical Operations Manager, Support Engineering salaries in Dallas, TXSee popular questions & answers about Amazon Web Services, Inc.",30+ days ago,3.5,,Full-time
Senior Data Scientist,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+5 locations","Provide guidance and feedback to junior data science team members.Experience leading teams in the creation of data science solutions.View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Scientist salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Director, Data Science (Remote)",Epsilon,"Remote in Irving, TX 75039 75039","Work with the team who analyze complex data structure, manipulate, cleanse data and perform statistical analysis.MS Azure and ADF is preferred.View all Epsilon jobs in Irving, TX - Irving jobsSalary Search: Director, Data Science (Remote) salaries in Irving, TXSee popular questions & answers about Epsilon",30+ days ago,3.4,,Full-time
"JPM Payments - Embedded Banking, Product Data & Analytics -...","JPMorgan Chase Bank, N.A.","Plano, TX+3 locations","Knowledge of relational and non-relational database technologies, big data solutions, data science, and data mining.5+ year's relevant experience.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: JPM Payments - Embedded Banking, Product Data & Analytics - VP salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",8 days ago,3.9,,Full-time
